iter	RMSE
314	0.3639748911
315	0.3637303455
316	0.3634149946
317	0.363098323
318	0.3628469993
319	0.3626399595
320	0.3623943697
321	0.3622403897
322	0.3619612943
323	0.361827714
324	0.3615452364
325	0.3611416522
326	0.3608537799
327	0.3605967226
328	0.3603944844
329	0.36014549
330	0.3596953555
331	0.3595276944
332	0.3593175572
333	0.3590117269
334	0.3588534073
335	0.3585505895
336	0.3583983896
337	0.3582001228
338	0.3579407907
339	0.3576391105
340	0.3573150049
341	0.3570633255
342	0.3567525558
343	0.3565510647
344	0.3562816126
345	0.3560026789
346	0.3556917762
347	0.3555421885
348	0.3552606242
349	0.3550314792
350	0.3548042375
351	0.354625911
352	0.354462988
353	0.3542850404
354	0.3540561743
355	0.3537915705
356	0.3535355417
357	0.353336041
358	0.3531396072
359	0.3528871344
360	0.3526284943
361	0.3524881839
362	0.3523538664
363	0.3521191352
364	0.3518395689
365	0.3515798099
366	0.3514785012
367	0.3512944668
368	0.3510245958
369	0.3508165836
370	0.350561374
371	0.3503330177
372	0.3501778681
373	0.3498869557
374	0.3497055577
375	0.349407147
376	0.3491457975
377	0.3489624147
378	0.3488479774
379	0.3486833015
380	0.3484646231
381	0.3482058826
382	0.3479321675
383	0.3475589907
384	0.3474344184
385	0.3471875386
386	0.3469276237
387	0.3466340214
388	0.3464066424
389	0.3462151842
390	0.3460991048
391	0.3459551106
392	0.3457241609
393	0.3455021157
394	0.3452662542
395	0.3450759519
396	0.3448215075
397	0.3446608812
398	0.3443675696
399	0.3441985543
400	0.3439666696
401	0.3437533164
402	0.3435190589
403	0.3432487849
404	0.3428922705
405	0.3427546096
406	0.3425336353
407	0.3423285144
408	0.3421768026
409	0.3418210015
410	0.3416530159
411	0.3414197648
412	0.3411349785
413	0.3409594483
414	0.3408058238
415	0.340683527
416	0.3405569427
417	0.3404125118
418	0.34019845
419	0.3400088126
420	0.3397253386
421	0.3395385921
422	0.3393676346
423	0.3391654221
424	0.3389441188
425	0.3388401619
426	0.3386441594
427	0.3384584473
428	0.3382893096
429	0.338149154
430	0.3379453484
431	0.3377668132
432	0.3376218509
433	0.3374244452
434	0.3372487051
435	0.3371366933
436	0.3369313882
437	0.336750367
438	0.3365421366
439	0.3364317629
440	0.3362289841
441	0.3361105073
442	0.3358536077
443	0.3356382328
444	0.3354083594
445	0.335244483
446	0.3349977094
447	0.3348617177
448	0.3346137585
449	0.3343818379
450	0.3341470651
451	0.3340491504
452	0.3339422228
453	0.333849235
454	0.3335981236
455	0.3333353606
456	0.333183523
457	0.3330883733
458	0.3328098499
459	0.3325142311
460	0.3324111784
461	0.3323077815
462	0.3321051653
463	0.3318968938
464	0.3317693279
465	0.3315658679
466	0.3314133093
467	0.3312145122
468	0.3310176633
469	0.3307694549
470	0.330618819
471	0.3304800982
472	0.3303634612
473	0.3302445661
474	0.3300031576
475	0.3299224917
476	0.3297988726
477	0.3295601129
478	0.3294759464
479	0.3292956229
480	0.329065024
481	0.3288489805
482	0.3286855656
483	0.328546024
484	0.3284475761
485	0.3282574245
486	0.32805543
487	0.3277773144
488	0.3275449526
489	0.3273385228
490	0.3270939652
491	0.3268782363
492	0.3266779404
493	0.3264756608
494	0.3263482632
495	0.3261576899
496	0.3260155259
497	0.325807882
498	0.3256094208
499	0.3254883461
500	0.3252508143
501	0.3250691931
502	0.3249984418
503	0.324872748
504	0.3246888235
505	0.3245384076
506	0.3243756048
507	0.3242440594
508	0.3240401628
509	0.323902311
510	0.3237854509
511	0.3236451001
512	0.323338715
513	0.323226265
514	0.3230788442
515	0.3228711232
516	0.3227311815
517	0.3226268515
518	0.322350442
519	0.3220999523
520	0.3218960732
521	0.3217471257
522	0.321597219
523	0.3213546901
524	0.321188513
525	0.3210443665
526	0.3208739152
527	0.3207193338
528	0.3206298525
529	0.3204110987
530	0.3202128037
531	0.320014938
532	0.3198402421
533	0.3197226377
534	0.3195492765
535	0.3193612159
536	0.3192083319
537	0.3190429342
538	0.318849297
539	0.3187256041
540	0.3184949095
541	0.3183390122
542	0.3181420614
543	0.3180619733
544	0.317937376
545	0.3177725185
546	0.3176117731
547	0.3174690147
548	0.3172802152
549	0.3170348019
550	0.316858121
551	0.3165788228
552	0.3164267328
553	0.3162650947
554	0.3160077571
555	0.3159374007
556	0.3157839265
557	0.3156436768
558	0.3155384207
559	0.3154119728
560	0.3152701216
561	0.3150750132
562	0.3149690792
563	0.3148576115
564	0.314710759
565	0.3146234441
566	0.3145096778
567	0.3144095888
568	0.3142946384
569	0.3142040708
570	0.314036881
571	0.3137934732
572	0.3135896188
573	0.3132553682
574	0.313059446
575	0.3129294513
576	0.3127483434
577	0.3125163299
578	0.3122956343
579	0.3121591262
580	0.3119199395
581	0.3117187546
582	0.3115901042
583	0.3114411562
584	0.3112962894
585	0.311187831
586	0.3110752114
587	0.3109648688
588	0.3107351106
589	0.3105954039
590	0.3104315906
591	0.3102600343
592	0.3101885327
593	0.309978392
594	0.309834596
595	0.3096073258
596	0.3094810649
597	0.3092631075
598	0.3090694964
599	0.3088498421
600	0.3087236724
601	0.308569266
602	0.3084100672
603	0.3082817473
604	0.3080828781
605	0.3079239889
606	0.3078624615
607	0.3077107587
608	0.3075573034
609	0.3072439689
610	0.3069916056
611	0.3069073829
612	0.3067746807
613	0.3066097843
614	0.3065247157
615	0.3063494842
616	0.3062469924
617	0.3061544998
618	0.306005587
619	0.3059065287
620	0.3058145823
621	0.3056370642
622	0.3053375224
623	0.3052274241
624	0.3050199025
625	0.3048869944
626	0.3048033723
627	0.3046345518
628	0.3044114444
629	0.3042213084
630	0.3040842879
631	0.3039537071
632	0.3038099383
633	0.3037022145
634	0.3036126088
635	0.3034490054
636	0.3031780935
637	0.3031093427
638	0.3029505046
639	0.3027937468
640	0.30268
641	0.3025657389
642	0.3024635769
643	0.3023352229
644	0.3022528467
645	0.3020511098
646	0.3019641503
647	0.3017403848
648	0.3016097792
649	0.3014595706
650	0.3013093104
651	0.3010883083
652	0.3009192675
653	0.3008362378
654	0.3007029621
655	0.3005384605
656	0.3004220206
657	0.3001707843
658	0.3000210836
659	0.29990935
660	0.2998362709
661	0.2997075602
662	0.2996331868
663	0.2995333046
664	0.2993730075
665	0.299269099
666	0.2992003439
667	0.2990791226
668	0.2988794624
669	0.2987839978
670	0.298656556
671	0.2985234748
672	0.2983871455
673	0.2982080986
674	0.298037586
675	0.2978940903
676	0.2978238792
677	0.2976926413
678	0.2975739412
679	0.2974395957
680	0.2972865666
681	0.297059597
682	0.2969338252
683	0.2968400959
684	0.2966966365
685	0.2966176955
686	0.2965123454
687	0.2963862046
688	0.296266485
689	0.2961204984
690	0.2959384206
691	0.2958601819
692	0.2957603798
693	0.2955891163
694	0.2955114418
695	0.2952820795
696	0.2952136662
697	0.295083373
698	0.2949475361
699	0.2947845558
700	0.294659262
701	0.294469115
702	0.2943622722
703	0.2943031775
704	0.2941180616
705	0.294032672
706	0.2938978634
707	0.2936211683
708	0.2935161451
709	0.2933808407
710	0.2931284997
711	0.2930025918
712	0.2929010096
713	0.2927938696
714	0.2926422009
715	0.2924850318
716	0.2923937133
717	0.2922249408
718	0.2920487671
719	0.2919314519
720	0.2917294355
721	0.2915573331
722	0.291375262
723	0.2912237236
724	0.2910694701
725	0.2909540678
726	0.2908296362
727	0.290593054
728	0.2904840804
729	0.2902889525
730	0.2901439271
731	0.289990172
732	0.2897098186
733	0.2896068038
734	0.2895081784
735	0.2893857232
736	0.2892756794
737	0.2891994473
738	0.28902452
739	0.288878431
740	0.2886667635
741	0.288561752
742	0.2883450253
743	0.2882559217
744	0.2881118595
745	0.2880111384
746	0.2878564892
747	0.2877296554
748	0.2876080141
749	0.2875095302
750	0.2874031074
751	0.2872068618
752	0.2871239477
753	0.2869622623
754	0.286817684
755	0.2866811896
756	0.2865240111
757	0.2863986191
758	0.2863239152
759	0.2862092771
760	0.2860755891
761	0.285965625
762	0.2858796998
763	0.285739476
764	0.2856214493
765	0.2855780164
766	0.2854761068
767	0.2853212302
768	0.2852044701
769	0.2850849584
770	0.2849262468
771	0.2847844859
772	0.2846766292
773	0.2845623589
774	0.2844854357
775	0.284345472
776	0.2842565455
777	0.2841574078
778	0.2840964173
779	0.283949097
780	0.2838352407
781	0.283751732
782	0.2835420726
783	0.2833898858
784	0.2832840982
785	0.2831957042
786	0.2829838054
787	0.2828493738
788	0.2827390173
789	0.2826503025
790	0.2825553312
791	0.2824328071
792	0.2822239032
793	0.2821068338
794	0.2819580598
795	0.2818380532
796	0.2817279156
797	0.2815931234
798	0.2813841268
799	0.2812727979
800	0.281122356
801	0.2809702183
802	0.2809296024
803	0.2808091547
804	0.2806275246
805	0.2805650454
806	0.280452658
807	0.2802882141
808	0.2800577283
809	0.2799075704
810	0.2797931085
811	0.2796906352
812	0.2796219385
813	0.2794931998
814	0.2793620055
815	0.2792377407
816	0.2791554681
817	0.2790055275
818	0.2789571553
819	0.27886063
820	0.2787422311
821	0.2786331773
822	0.278482051
823	0.2783405763
824	0.2781622411
825	0.278053646
826	0.2778748812
827	0.2777579729
828	0.2776382566
829	0.2775367689
830	0.2774391418
831	0.277349387
832	0.2772421646
833	0.2770772696
834	0.2770138194
835	0.2768320881
836	0.2766761925
837	0.2765944906
838	0.2764276208
839	0.2762754762
840	0.2761039994
841	0.2759678056
842	0.2758617557
843	0.2757383623
844	0.2756515046
845	0.2756062959
846	0.2754952338
847	0.2753475234
848	0.2752680985
849	0.2751724656
850	0.2750383875
851	0.2749623329
852	0.2749010283
853	0.2748226237
854	0.2747280503
855	0.2745564608
856	0.2744759867
857	0.2743952986
858	0.2742588921
859	0.2741800345
860	0.2740565396
861	0.2739394702
862	0.2738704789
863	0.2737542426
864	0.2736481496
865	0.2735373472
866	0.2733310332
867	0.2732208265
868	0.2730930764
869	0.272932499
870	0.2728446357
871	0.2726730823
872	0.2725818877
873	0.2724609978
874	0.2723769791
875	0.2722959769
876	0.2721229502
877	0.2720457995
878	0.2719816063
879	0.2718676637
880	0.271769543
881	0.2716839881
882	0.2715736233
883	0.2715025878
884	0.2714071174
885	0.2713275505
886	0.2712639681
887	0.2711272237
888	0.2709882053
889	0.2708765687
890	0.2707499121
891	0.2706453821
892	0.2705554867
893	0.2704490665
894	0.2703659258
895	0.2702421742
896	0.2700714547
897	0.2699164763
898	0.2697398172
899	0.2696568642
900	0.2695239984
901	0.2694316659
902	0.2693780376
903	0.2692703068
904	0.2691017568
905	0.2690010729
906	0.2688460805
907	0.2687345842
908	0.2686493438
909	0.2684432209
910	0.2683987517
911	0.2682711677
912	0.2681741494
913	0.2680787565
914	0.268023553
915	0.2679236998
916	0.2677827887
917	0.2676540276
918	0.267574495
919	0.2674576157
920	0.267358244
921	0.2672697916
922	0.2671537452
923	0.2670809927
924	0.266944001
925	0.2668101204
926	0.2667181893
927	0.2666434978
928	0.2665405573
929	0.2664534817
930	0.2664086427
931	0.2663059227
932	0.2661939266
933	0.26601979
934	0.2659297119
935	0.2658407987
936	0.2657249243
937	0.2656187777
938	0.265509789
939	0.2653407026
940	0.2652513982
941	0.2651151319
942	0.265014708
943	0.2649157635
944	0.2647928934
945	0.2646991365
946	0.2646125257
947	0.2645100801
948	0.2644067725
949	0.2642800726
950	0.2641481302
951	0.2639985269
952	0.2638951774
953	0.2637864171
954	0.2637286085
955	0.2635753063
956	0.26348622
957	0.263397452
958	0.2633034319
959	0.2631909588
960	0.2631088358
961	0.2630263795
962	0.262960658
963	0.2628787186
964	0.262818827
965	0.2627532585
966	0.2626527897
967	0.2625816357
968	0.262452174
969	0.2623450535
970	0.2621885957
971	0.2621048881
972	0.2620338391
973	0.2619057193
974	0.2617984419
975	0.2616687563
976	0.2615235451
977	0.2614646896
978	0.2614061341
979	0.261245938
980	0.2610866825
981	0.26093556
982	0.2608336182
983	0.2607474989
984	0.2606848083
985	0.2605887954
986	0.2605248164
987	0.2604259537
988	0.2603138194
989	0.2602090256
990	0.2601331225
991	0.2599211676
992	0.2597500395
993	0.2596517991
994	0.2595803076
995	0.2595072828
996	0.2593960087
997	0.2592388989
998	0.2591393028
999	0.2590782043
1000	0.2589965303
1001	0.2589353183
1002	0.2588856717
1003	0.2587103834
1004	0.2586428531
1005	0.2585726361
1006	0.2584208397
1007	0.2583102588
1008	0.2582398442
1009	0.2580801978
1010	0.2579797687
1011	0.2579103027
1012	0.2578219908
1013	0.257720828
1014	0.2576321244
1015	0.257528002
1016	0.2574316035
1017	0.2572920816
1018	0.2571893111
1019	0.2570940861
1020	0.2569783341
1021	0.2568614924
1022	0.2567362055
1023	0.2566228273
1024	0.2565314023
1025	0.2563834746
1026	0.2562561627
1027	0.2561297889
1028	0.2560278097
1029	0.2559496655
1030	0.2558557144
1031	0.2557141589
1032	0.255652411
1033	0.2555587596
1034	0.2554545103
1035	0.2553982295
1036	0.2553236915
1037	0.2552065208
1038	0.2551241344
1039	0.2550185019
1040	0.2549576339
1041	0.2548683976
1042	0.2547284564
1043	0.2546569668
1044	0.2545615825
1045	0.2544334721
1046	0.2543066462
1047	0.2541749515
1048	0.2540802005
1049	0.2539185632
1050	0.2538263412
1051	0.2537394292
1052	0.2535917784
1053	0.2535101223
1054	0.2534222869
1055	0.253306358
1056	0.2531808915
1057	0.2530684508
1058	0.2529842395
1059	0.2528892798
1060	0.25280705
1061	0.2527335983
1062	0.2526585183
1063	0.2525011875
1064	0.2524441261
1065	0.2523648442
1066	0.2523007801
1067	0.2521689484
1068	0.252105643
1069	0.2520412575
1070	0.2519909046
1071	0.2519080363
1072	0.2518125658
1073	0.2517420933
1074	0.2516214393
1075	0.251545914
1076	0.251462428
1077	0.2513612929
1078	0.2512503524
1079	0.2511818442
1080	0.2510982634
1081	0.2509444771
1082	0.2508609086
1083	0.2507679082
1084	0.2506915651
1085	0.2506099963
1086	0.250515385
1087	0.2504398438
1088	0.2503400364
1089	0.2502425273
1090	0.2501475148
1091	0.2500211346
1092	0.2499477244
1093	0.2498705955
1094	0.2497939246
1095	0.2496611766
1096	0.2495302066
1097	0.2494358614
1098	0.2493279249
1099	0.2492776518
1100	0.2491742232
1101	0.2491199097
1102	0.2490379557
1103	0.2488853173
1104	0.2488016044
1105	0.2487028615
1106	0.2486519164
1107	0.2485607657
1108	0.2484548651
1109	0.2483786336
1110	0.2482662086
1111	0.2481146732
1112	0.2480308182
1113	0.2479457034
1114	0.2478470975
1115	0.2477892062
1116	0.2476844613
1117	0.2476140601
1118	0.247486085
1119	0.2474227216
1120	0.2472813095
1121	0.2472342438
1122	0.2471730981
1123	0.2470898197
1124	0.2469732968
1125	0.2468551728
1126	0.2467850034
1127	0.2466308521
1128	0.2465471307
1129	0.24644701
1130	0.2463557072
1131	0.2462612326
1132	0.2461851192
1133	0.2461250947
1134	0.2460616045
1135	0.2459914902
1136	0.2458318809
1137	0.2457380486
1138	0.245659108
1139	0.2454820322
1140	0.2453776053
1141	0.2452634759
1142	0.2451564738
1143	0.2450944148
1144	0.244962977
1145	0.2448469239
1146	0.2447133317
1147	0.2446187497
1148	0.2445434391
1149	0.244378867
1150	0.2442905072
1151	0.244184257
1152	0.2440980755
1153	0.2440494861
1154	0.2440046553
1155	0.243938067
1156	0.2438422948
1157	0.2437793545
1158	0.2436898531
1159	0.2436099502
1160	0.2435395567
1161	0.2434544546
1162	0.243335479
1163	0.2432211981
1164	0.2431543268
1165	0.2430523107
1166	0.2429479364
1167	0.2428760901
1168	0.2428128179
1169	0.2427382296
1170	0.2425647169
1171	0.2424665091
1172	0.2424317584
1173	0.2423563085
1174	0.2423023265
1175	0.2421587891
1176	0.2421009373
1177	0.2420181856
1178	0.2419227462
1179	0.2418689734
1180	0.2417154969
1181	0.2416234916
1182	0.2415545025
1183	0.2414726312
1184	0.2414436924
1185	0.2413658534
1186	0.2412724706
1187	0.2412210353
1188	0.2410960656
1189	0.2409756695
1190	0.2408918313
1191	0.2408048197
1192	0.2407021095
1193	0.2405483258
1194	0.2403949638
1195	0.2402994891
1196	0.2400981738
1197	0.2400436143
1198	0.2399132489
1199	0.2397967555
1200	0.2397068346
1201	0.2395940949
1202	0.2395089835
1203	0.2394470154
1204	0.2393162669
1205	0.2392482437
1206	0.2392021372
1207	0.2390973327
1208	0.2390159551
1209	0.2389118805
1210	0.2388386512
1211	0.2387704706
1212	0.2386860367
1213	0.2386131853
1214	0.2385313062
1215	0.2384556286
1216	0.2384065098
1217	0.2383424605
1218	0.238242205
1219	0.2381635328
1220	0.2380944155
1221	0.2380261458
1222	0.237917648
1223	0.2378517036
1224	0.2377475168
1225	0.237663681
1226	0.2376015488
1227	0.2374770216
1228	0.2374012175
1229	0.2373166504
1230	0.2372524079
1231	0.2370953931
1232	0.2370216594
1233	0.2369580013
1234	0.2368185586
1235	0.2367721049
1236	0.2366488512
1237	0.2365755183
1238	0.2364580037
1239	0.2364012316
1240	0.2363263695
1241	0.2362520101
1242	0.2361671528
1243	0.2360615313
1244	0.2359318053
1245	0.235855345
1246	0.2358214501
1247	0.2357373088
1248	0.2356714652
1249	0.2356003047
1250	0.2355213274
1251	0.2354650524
1252	0.2353980626
1253	0.2352922774
1254	0.2351943022
1255	0.2351171928
1256	0.2350529376
1257	0.2349444939
1258	0.2348679507
1259	0.2347777254
1260	0.2346845103
1261	0.2345905012
1262	0.2345188905
1263	0.2343999013
1264	0.2343282042
1265	0.234262015
1266	0.2341965273
1267	0.2341385808
1268	0.234064442
1269	0.2339985185
1270	0.2339088094
1271	0.2337675204
1272	0.2337078626
1273	0.2336073299
1274	0.2335417
1275	0.2334568215
1276	0.2333535349
1277	0.2332662002
1278	0.2332055279
1279	0.2331329493
1280	0.2330457826
1281	0.2329823453
1282	0.2329228547
1283	0.2328344646
1284	0.232785637
1285	0.2327159653
1286	0.2326430768
1287	0.2325863603
1288	0.2324865274
1289	0.2324462265
1290	0.232381145
1291	0.2323270122
1292	0.232278015
1293	0.2321576186
1294	0.2320681487
1295	0.2320241517
1296	0.2319659593
1297	0.231844638
1298	0.2317789299
1299	0.2317073437
1300	0.2315922512
1301	0.2315213529
1302	0.2314928708
1303	0.231414663
1304	0.2313207585
1305	0.2312690518
1306	0.2311903998
1307	0.231127192
1308	0.2310226092
1309	0.2309039251
1310	0.2308234636
1311	0.2307764036
1312	0.2306770463
1313	0.2305620655
1314	0.230482569
1315	0.2304302604
1316	0.2303854765
1317	0.2303158214
1318	0.2302547063
1319	0.2301462515
1320	0.2300857709
1321	0.2299886501
1322	0.229909914
1323	0.2298660267
1324	0.2297829087
1325	0.2297344556
1326	0.2295833272
1327	0.2295544621
1328	0.2294891838
1329	0.2292997883
1330	0.2291923041
1331	0.229090729
1332	0.2290073576
1333	0.2289521724
1334	0.228905446
1335	0.2288378278
1336	0.228723692
1337	0.2286534568
1338	0.2285506515
1339	0.228476195
1340	0.2283899209
1341	0.2282377612
1342	0.2281658363
1343	0.2281155182
1344	0.2280361397
1345	0.2278979493
1346	0.2278295558
1347	0.2277642185
1348	0.2277009995
1349	0.2276475927
1350	0.227534321
1351	0.2274618362
1352	0.2273942389
1353	0.2273177295
1354	0.227225799
1355	0.2271183857
1356	0.2269969294
1357	0.2269401048
1358	0.2268735818
1359	0.2267990447
1360	0.2267177458
1361	0.2266693195
1362	0.2266137702
1363	0.2264965492
1364	0.2263835105
1365	0.2263293813
1366	0.2262658272
1367	0.2262002494
1368	0.2261433925
1369	0.2260887096
1370	0.2260163844
1371	0.2259391537
1372	0.2258725007
1373	0.2257819139
1374	0.2257105923
1375	0.2256128379
1376	0.2255290264
1377	0.2254659556
1378	0.2254045943
1379	0.2253238342
1380	0.2252740249
1381	0.225219944
1382	0.2251137801
1383	0.2250471895
1384	0.2249867632
1385	0.2249275734
1386	0.2247999302
1387	0.2246904346
1388	0.2246242311
1389	0.2245445898
1390	0.2244804655
1391	0.2244108983
1392	0.2242726993
1393	0.2241299849
1394	0.2240906609
1395	0.2239892805
1396	0.2239039423
1397	0.2237611776
1398	0.2236774632
1399	0.2235997309
1400	0.2235177128
1401	0.2234401839
1402	0.2233920164
1403	0.2233186133
1404	0.2232301256
1405	0.2231354507
1406	0.2230614288
1407	0.2230101477
1408	0.2229047354
1409	0.2228506642
1410	0.2227998811
1411	0.2227011175
1412	0.2226402485
1413	0.2226081862
1414	0.2225107307
1415	0.2224394425
1416	0.2223588938
1417	0.2222715599
1418	0.2222130321
1419	0.2221454633
1420	0.222058468
1421	0.221982208
1422	0.2219321605
1423	0.2218259482
1424	0.221733936
1425	0.2216553664
1426	0.2215883874
1427	0.2215445739
1428	0.2214538132
1429	0.2214031797
1430	0.221326111
1431	0.2212359583
1432	0.2211564895
1433	0.2210833909
1434	0.2210382592
1435	0.2209439292
1436	0.2208724409
1437	0.2207749092
1438	0.2207164682
1439	0.2206584735
1440	0.2205954466
1441	0.2205559732
1442	0.2204914458
1443	0.2204165213
1444	0.2203528976
1445	0.2202932859
1446	0.2201885932
1447	0.2201447157
1448	0.2200811079
1449	0.2200077472
1450	0.2198846077
1451	0.2197754055
1452	0.2196748095
1453	0.2196322722
1454	0.219590696
1455	0.2194938051
1456	0.2194150147
1457	0.2193505001
1458	0.2192699188
1459	0.2192088158
1460	0.2191712289
1461	0.2191190162
1462	0.2190125919
1463	0.2189572717
1464	0.218903356
1465	0.2188578909
1466	0.2187137053
1467	0.2186150437
1468	0.2185189846
1469	0.2184256125
1470	0.2183387555
1471	0.2182568422
1472	0.2181625176
1473	0.2181147549
1474	0.2180608593
1475	0.2180098479
1476	0.2179459214
1477	0.217909731
1478	0.2178566282
1479	0.2177929974
1480	0.2177085779
1481	0.2176655617
1482	0.2175723406
1483	0.217441301
1484	0.2173591279
1485	0.2173096381
1486	0.2172140155
1487	0.2171472576
1488	0.2170812495
1489	0.2170062417
1490	0.216895464
1491	0.2168015822
1492	0.2167328549
1493	0.2166751259
1494	0.2166050082
1495	0.2165115286
1496	0.2164573082
1497	0.2163676277
1498	0.2163105739
1499	0.2162562341
1500	0.2161927109
1501	0.2161146011
1502	0.2160676555
1503	0.2159978604
1504	0.2159204567
1505	0.2158292264
1506	0.2157428935
1507	0.215688781
1508	0.2156252091
1509	0.2155496549
1510	0.2155334703
1511	0.2154512248
1512	0.2153705528
1513	0.2152943587
