iter	Passed	Remaining
1675	10939	2114
1676	10946	2108
1677	10952	2101
1678	10957	2094
1679	10964	2088
1680	10971	2082
1681	10977	2075
1682	10984	2068
1683	10990	2062
1684	10997	2055
1685	11004	2049
1686	11011	2043
1687	11017	2036
1688	11023	2029
1689	11030	2023
1690	11037	2016
1691	11044	2010
1692	11050	2003
1693	11056	1997
1694	11062	1990
1695	11068	1984
1696	11075	1977
1697	11082	1971
1698	11087	1964
1699	11093	1957
1700	11100	1951
1701	11106	1944
1702	11113	1938
1703	11120	1931
1704	11126	1925
1705	11133	1918
1706	11139	1912
1707	11146	1905
1708	11155	1899
1709	11162	1892
1710	11168	1886
1711	11174	1879
1712	11182	1873
1713	11188	1866
1714	11193	1860
1715	11200	1853
1716	11206	1847
1717	11212	1840
1718	11219	1834
1719	11226	1827
1720	11233	1821
1721	11240	1814
1722	11250	1808
1723	11258	1802
1724	11266	1796
1725	11274	1789
1726	11281	1783
1727	11287	1776
1728	11294	1770
1729	11302	1764
1730	11308	1757
1731	11315	1750
1732	11321	1744
1733	11327	1737
1734	11334	1731
1735	11340	1724
1736	11346	1717
1737	11352	1711
1738	11359	1704
1739	11365	1698
1740	11371	1691
1741	11378	1685
1742	11385	1678
1743	11391	1672
1744	11397	1665
1745	11403	1658
1746	11409	1652
1747	11415	1645
1748	11422	1639
1749	11429	1632
1750	11435	1626
1751	11440	1619
1752	11446	1612
1753	11453	1606
1754	11459	1599
1755	11466	1593
1756	11472	1586
1757	11478	1580
1758	11484	1573
1759	11490	1566
1760	11497	1560
1761	11503	1553
1762	11509	1547
1763	11516	1540
1764	11521	1534
1765	11528	1527
1766	11534	1521
1767	11541	1514
1768	11547	1507
1769	11553	1501
1770	11559	1494
1771	11567	1488
1772	11573	1481
1773	11579	1475
1774	11585	1468
1775	11591	1461
1776	11597	1455
1777	11603	1448
1778	11610	1442
1779	11616	1435
1780	11622	1429
1781	11627	1422
1782	11634	1415
1783	11640	1409
1784	11648	1403
1785	11654	1396
1786	11662	1390
1787	11668	1383
1788	11675	1377
1789	11681	1370
1790	11687	1363
1791	11694	1357
1792	11701	1350
1793	11707	1344
1794	11714	1337
1795	11720	1331
1796	11727	1324
1797	11733	1318
1798	11740	1311
1799	11746	1305
1800	11753	1298
1801	11759	1292
1802	11765	1285
1803	11771	1278
1804	11778	1272
1805	11784	1265
1806	11789	1259
1807	11796	1252
1808	11802	1246
1809	11809	1239
1810	11815	1233
1811	11821	1226
1812	11827	1219
1813	11833	1213
1814	11840	1206
1815	11846	1200
1816	11853	1193
1817	11859	1187
1818	11864	1180
1819	11872	1174
1820	11877	1167
1821	11884	1161
1822	11890	1154
1823	11896	1147
1824	11902	1141
1825	11908	1134
1826	11915	1128
1827	11922	1121
1828	11928	1115
1829	11934	1108
1830	11940	1102
1831	11946	1095
1832	11953	1089
1833	11960	1082
1834	11965	1075
1835	11972	1069
1836	11978	1062
1837	11984	1056
1838	11990	1049
1839	11996	1043
1840	12002	1036
1841	12008	1030
1842	12014	1023
1843	12020	1016
1844	12026	1010
1845	12032	1003
1846	12039	997
1847	12045	990
1848	12050	984
1849	12057	977
1850	12062	971
1851	12069	964
1852	12075	957
1853	12081	951
1854	12087	944
1855	12092	938
1856	12098	931
1857	12105	925
1858	12111	918
1859	12117	912
1860	12123	905
1861	12129	898
1862	12135	892
1863	12141	885
1864	12147	879
1865	12153	872
1866	12161	866
1867	12167	859
1868	12173	853
1869	12178	846
1870	12185	840
1871	12191	833
1872	12197	827
1873	12204	820
1874	12210	814
1875	12216	807
1876	12222	800
1877	12228	794
1878	12233	787
1879	12240	781
1880	12247	774
1881	12253	768
1882	12259	761
1883	12265	755
1884	12271	748
1885	12277	742
1886	12283	735
1887	12290	729
1888	12296	722
1889	12301	715
1890	12308	709
1891	12313	702
1892	12320	696
1893	12326	689
1894	12332	683
1895	12338	676
1896	12344	670
1897	12350	663
1898	12356	657
1899	12361	650
1900	12367	644
1901	12373	637
1902	12379	631
1903	12385	624
1904	12392	617
1905	12398	611
1906	12404	604
1907	12410	598
1908	12416	591
1909	12421	585
1910	12428	578
1911	12434	572
1912	12439	565
1913	12446	559
1914	12451	552
1915	12458	546
1916	12463	539
1917	12469	533
1918	12475	526
1919	12481	520
1920	12487	513
1921	12493	507
1922	12499	500
1923	12505	493
1924	12511	487
1925	12517	480
1926	12524	474
1927	12530	467
1928	12535	461
1929	12541	454
1930	12547	448
1931	12553	441
1932	12559	435
1933	12566	428
1934	12572	422
1935	12577	415
1936	12583	409
1937	12589	402
1938	12595	396
1939	12601	389
1940	12607	383
1941	12613	376
1942	12619	370
1943	12625	363
1944	12631	357
1945	12637	350
1946	12643	344
1947	12649	337
1948	12656	331
1949	12662	324
1950	12667	318
1951	12674	311
1952	12680	305
1953	12686	298
1954	12692	292
1955	12698	285
1956	12704	279
1957	12710	272
1958	12717	266
1959	12723	259
1960	12729	253
1961	12734	246
1962	12741	240
1963	12747	233
1964	12753	227
1965	12759	220
1966	12765	214
1967	12771	207
1968	12777	201
1969	12783	194
1970	12789	188
1971	12795	181
1972	12801	175
1973	12808	168
1974	12814	162
1975	12820	155
1976	12826	149
1977	12832	142
1978	12838	136
1979	12845	129
1980	12850	123
1981	12856	116
1982	12862	110
1983	12868	103
1984	12874	97
1985	12880	90
1986	12886	84
1987	12892	77
1988	12898	71
1989	12904	64
1990	12910	58
1991	12916	51
1992	12923	45
1993	12929	38
1994	12934	32
1995	12941	25
1996	12947	19
1997	12952	12
1998	12958	6
1999	12965	0
