iter	RMSE
248	0.3966751746
249	0.3964715275
250	0.3963154017
251	0.3961537953
252	0.3959360032
253	0.3954076507
254	0.3949692367
255	0.3948315721
256	0.3945188181
257	0.3942371553
258	0.3939742234
259	0.3936273256
260	0.3933634597
261	0.3932343846
262	0.3927762352
263	0.392575847
264	0.3924393325
265	0.3922728313
266	0.3920054567
267	0.3918526997
268	0.3916646824
269	0.3914661075
270	0.3912224086
271	0.3909136374
272	0.3906581925
273	0.3905003293
274	0.3902877905
275	0.3899781681
276	0.3898302827
277	0.3896054725
278	0.389448495
279	0.3892372519
280	0.3890152326
281	0.3888796403
282	0.3886593779
283	0.3884070716
284	0.3881700083
285	0.3878687328
286	0.3876612663
287	0.3873736619
288	0.3871373036
289	0.3870041047
290	0.3868044839
291	0.3866448674
292	0.3863208589
293	0.3861068608
294	0.3859750013
295	0.3857649009
296	0.3856124433
297	0.3854172752
298	0.3852498487
299	0.38494596
300	0.3848106838
301	0.3846233009
302	0.3844206348
303	0.3840946278
304	0.3839309647
305	0.3837449043
306	0.3835452946
307	0.3832665451
308	0.3831355855
309	0.3829752358
310	0.3828365977
311	0.3826681546
312	0.382506926
313	0.3823615251
314	0.3820465059
315	0.3818592311
316	0.3816931337
317	0.3815326626
318	0.3814023515
319	0.3812212818
320	0.381062942
321	0.3809712597
322	0.3807594954
323	0.3805568418
324	0.380417551
325	0.3802380347
326	0.3801219737
327	0.3798796586
328	0.3796046704
329	0.3794914113
330	0.3791897503
331	0.3789706242
332	0.378754543
333	0.3786314508
334	0.3784209738
335	0.3781411719
336	0.3779853627
337	0.37772153
338	0.3774539977
339	0.3771624781
340	0.3769954946
341	0.3766058948
342	0.3763885246
343	0.376253468
344	0.3760957168
345	0.3758957088
346	0.3757830789
347	0.3755519577
348	0.3753641806
349	0.3750693707
350	0.3749114757
351	0.3747050885
352	0.3745405651
353	0.3743969846
354	0.374226176
355	0.3739724475
356	0.3737669258
357	0.373543529
358	0.3734104953
359	0.3732181809
360	0.3730616847
361	0.3729291897
362	0.3728127946
363	0.3725902021
364	0.3724250712
365	0.3723155444
366	0.3721040804
367	0.3719002025
368	0.3717859591
369	0.3716038075
370	0.3713934955
371	0.3712463926
372	0.371095625
373	0.3709240724
374	0.3707398153
375	0.3705641971
376	0.3703113894
377	0.3699466587
378	0.3698240376
379	0.3695694743
380	0.3693924664
381	0.3692320456
382	0.3690473957
383	0.3687942081
384	0.3686883402
385	0.368468242
386	0.3682971865
387	0.367992636
388	0.3676698311
389	0.3674003177
390	0.3672225525
391	0.3670841116
392	0.3669084518
393	0.3667759206
394	0.3665176925
395	0.366352555
396	0.366164821
397	0.3659440365
398	0.365788234
399	0.3655485332
400	0.3653700699
401	0.3651814505
402	0.3648600844
403	0.3647316179
404	0.3645267839
405	0.3643077876
406	0.3640788525
407	0.363884853
408	0.3637451927
409	0.3635643974
410	0.3634320338
411	0.3631294601
412	0.3628866924
413	0.362633924
414	0.3624989436
415	0.3623400604
416	0.3620574407
417	0.3619123305
418	0.3617154642
419	0.361494849
420	0.3612976795
421	0.3610922444
422	0.360885556
423	0.3606987597
424	0.3605945638
425	0.3604396931
426	0.3601440684
427	0.3599078655
428	0.3597682855
429	0.3596327672
430	0.3594712557
431	0.3592472648
432	0.3590681357
433	0.3588019844
434	0.3586577461
435	0.3584111453
436	0.3581626349
437	0.3580267283
438	0.3577861976
439	0.357686581
440	0.3575074285
441	0.35723136
442	0.357091361
443	0.3569108804
444	0.3566585661
445	0.3564912063
446	0.3563409618
447	0.3561512014
448	0.3559634452
449	0.3557618746
450	0.3555881265
451	0.3553040366
452	0.3551622491
453	0.3550381582
454	0.3548341061
455	0.3546599982
456	0.3544299667
457	0.3542107007
458	0.3540387629
459	0.3537822484
460	0.3536056502
461	0.3533922047
462	0.3531711405
463	0.3530686999
464	0.3528829264
465	0.3527202033
466	0.3525187463
467	0.3523529738
468	0.351990831
469	0.3518626925
470	0.3516758658
471	0.3515418287
472	0.3512772489
473	0.3511383413
474	0.3510276698
475	0.350889337
476	0.3506974982
477	0.3505206485
478	0.3503928962
479	0.3502162009
480	0.3499685311
481	0.349820572
482	0.3496935837
483	0.3495462657
484	0.3492519221
485	0.3491332198
486	0.3489301945
487	0.3486209518
488	0.3483818049
489	0.3481954252
490	0.3479729317
491	0.3477426167
492	0.3475758382
493	0.3473332305
494	0.3472251793
495	0.3470232764
496	0.3468525871
497	0.3467378961
498	0.3464381862
499	0.3462381993
500	0.3460645558
501	0.3458230059
502	0.3456232578
503	0.3453830488
504	0.3451789397
505	0.3450273581
506	0.3448412446
507	0.3446388339
508	0.3445342795
509	0.3443426463
510	0.3441367018
511	0.3439925624
512	0.3436906165
513	0.3434880545
514	0.3432965715
515	0.343123949
516	0.3430269495
517	0.3428260038
518	0.3425824946
519	0.3423562472
520	0.3421853611
521	0.3419976527
522	0.3418104863
523	0.3416712068
524	0.3415093677
525	0.3413749002
526	0.3412162361
527	0.3410926166
528	0.3409023086
529	0.340617164
530	0.3405132432
531	0.3403052404
532	0.340074062
533	0.3397995797
534	0.339651061
535	0.3394748365
536	0.3392758427
537	0.3390778181
538	0.3389088444
539	0.3387061649
540	0.3385333057
541	0.3384003361
542	0.338253112
543	0.3380847535
544	0.3380006816
545	0.3378846204
546	0.3377125266
547	0.3375925
548	0.3373989755
549	0.3372040821
550	0.3370511729
551	0.3368165069
552	0.336662017
553	0.3365326183
554	0.3363690997
555	0.3362598407
556	0.3361311021
557	0.3360422993
558	0.3358775582
559	0.3357070613
560	0.3355248661
561	0.3354007315
562	0.3352148817
563	0.3350248221
564	0.3349406501
565	0.3347223513
566	0.3345245073
567	0.3344242927
568	0.3342960839
569	0.3341436573
570	0.3338888435
571	0.3338162246
572	0.3336611421
573	0.3335592592
574	0.3333334565
575	0.3332143306
576	0.3329692279
577	0.3327402675
578	0.3324792378
579	0.3322964877
580	0.3321521437
581	0.3319716937
582	0.3317887913
583	0.3315638426
584	0.3313995533
585	0.3312235595
586	0.3309938007
587	0.3308260481
588	0.3306994487
589	0.3305181277
590	0.3303471772
591	0.3301767048
592	0.3300302101
593	0.3299252112
594	0.329826266
595	0.3296911963
596	0.3295297542
597	0.3293957317
598	0.3292513518
599	0.3291479186
600	0.3289157733
601	0.3287106323
602	0.3285067807
603	0.3282732395
604	0.3282013269
605	0.3280792351
606	0.327991768
607	0.3277437862
608	0.3275852868
609	0.3273970181
610	0.3273237829
611	0.3271623585
612	0.3270126726
613	0.326854247
614	0.3266973169
615	0.3265489695
616	0.3264371855
617	0.3262128316
618	0.3261398416
619	0.3260408434
620	0.3259090619
621	0.3257924563
622	0.3256437827
623	0.3254898634
624	0.3252915035
625	0.3252026847
626	0.3251043629
627	0.3249976905
628	0.3248395293
629	0.324729273
630	0.3246456836
631	0.3244528874
632	0.3242344622
633	0.324025079
634	0.3238499947
635	0.3236988347
636	0.3236068244
637	0.3234425921
638	0.323211261
639	0.3230440753
640	0.3229115683
641	0.3227640514
642	0.3226733605
643	0.3225083594
644	0.3223568652
645	0.3221135156
646	0.3220034951
647	0.3218942266
648	0.3217493859
649	0.3215964773
650	0.3214907198
651	0.3214280604
652	0.3213204405
653	0.3211811187
654	0.3210581351
655	0.3209128815
656	0.3208425518
657	0.3206536912
658	0.3205599728
659	0.3203869762
660	0.3202186257
661	0.3200277328
662	0.3197655429
663	0.3196026632
664	0.3194648567
665	0.319261892
666	0.3191230706
667	0.3189687657
668	0.3188372054
669	0.3186121913
670	0.3184314519
671	0.3182102529
672	0.3180632263
673	0.3179014256
674	0.3177270739
675	0.3176233724
676	0.3174428056
677	0.317310175
678	0.3171945362
679	0.3170024021
680	0.3168697741
681	0.3167410784
682	0.3165751549
683	0.3164324408
684	0.3162869868
685	0.3161506811
686	0.3159913269
687	0.3158198431
688	0.3156991572
689	0.3155602612
690	0.3153876542
691	0.3152874139
692	0.3151579861
693	0.3149916367
694	0.3148958069
695	0.3147613256
696	0.3146224534
697	0.3144598562
698	0.3143495858
699	0.3142021624
700	0.3140563532
701	0.313943013
702	0.3138174539
703	0.3137136375
704	0.3135235822
705	0.313345446
706	0.3132352091
707	0.313094033
708	0.3129561625
709	0.3128578464
710	0.3126885637
711	0.3125585046
712	0.3123474362
713	0.3122030221
714	0.312068346
715	0.3119228817
716	0.3117656124
717	0.311607717
718	0.3114727879
719	0.3113778267
720	0.3112833728
721	0.3111946523
722	0.3109050994
723	0.3107505401
724	0.3106225365
725	0.310506638
726	0.3103404425
727	0.3102025547
728	0.3100970555
729	0.3098671196
730	0.3097325488
731	0.3096628984
732	0.3095599066
733	0.3094114391
734	0.3092688424
735	0.3091956902
736	0.3089288072
737	0.3088733958
738	0.3087275884
739	0.3086277178
740	0.3085493371
741	0.3084221927
742	0.3082450035
743	0.3080938165
744	0.3080035435
745	0.3078950217
746	0.3077703166
747	0.307669251
748	0.3075664248
749	0.3073989761
750	0.3072212713
751	0.307110125
752	0.3070045927
753	0.3068594059
754	0.3067151706
755	0.3065681148
756	0.3064144088
757	0.3062688282
758	0.3061520248
759	0.3060256573
760	0.3059346136
761	0.3057601968
762	0.3056242955
763	0.3055320631
764	0.3054180406
765	0.3053077891
766	0.3051736656
767	0.3050404668
768	0.3049373834
769	0.30479429
770	0.304692492
771	0.3045335565
772	0.3044417897
773	0.3043209845
774	0.3041948815
775	0.3040880697
776	0.3038463567
777	0.3036941062
778	0.3035888266
779	0.3033974877
780	0.3031117166
781	0.3029906662
782	0.3028525134
783	0.3026891772
784	0.302616996
785	0.302487169
786	0.3023413103
787	0.3022269119
788	0.302144655
789	0.3020445689
790	0.3019287377
791	0.3018334882
792	0.3017774741
793	0.3015650153
794	0.3014629598
795	0.3013275261
796	0.3012478194
797	0.3011362889
798	0.3010205599
799	0.3008974567
800	0.3007036174
801	0.3006175941
802	0.3004293479
803	0.3003167892
804	0.3001846909
805	0.3001007705
806	0.2999187963
807	0.2997154262
808	0.2995645018
809	0.2994542218
810	0.2993575302
811	0.2992311422
812	0.2990980809
813	0.2989692614
814	0.2988739991
815	0.2987294673
816	0.2985599546
817	0.2984115502
818	0.2982676519
819	0.2981503213
820	0.2980689488
821	0.2980170346
822	0.2979006851
823	0.2977611464
824	0.2975540928
825	0.2974713289
826	0.2973733414
827	0.2972089145
828	0.2970310444
829	0.2968934069
830	0.2967901055
831	0.2966911679
832	0.2965682552
833	0.2964152187
834	0.2963349311
835	0.2961950754
836	0.2960533761
837	0.2958930266
838	0.2957455625
839	0.2955955425
840	0.2954292351
841	0.295278071
842	0.2951409325
843	0.2950229289
844	0.2948945796
845	0.2947824943
846	0.2946656872
847	0.294584692
848	0.2944182265
849	0.2943025496
850	0.2941786373
851	0.2940036169
852	0.2938562563
853	0.2937102361
854	0.2935895548
855	0.2933930563
856	0.2932817816
857	0.2931821357
858	0.2930986549
859	0.2929748124
860	0.292855525
861	0.2927823829
862	0.2927128925
863	0.2925828798
864	0.2924513365
865	0.2923365399
866	0.2922477136
867	0.2921867543
868	0.2921219456
869	0.2919407876
870	0.2918198718
871	0.2916669322
872	0.2916028417
873	0.2914583447
874	0.2913833514
875	0.2912767056
876	0.2911847747
877	0.2910953802
878	0.2909603263
879	0.2908717102
880	0.2907946915
881	0.2906566692
882	0.2905404531
883	0.2904350353
884	0.2903349529
885	0.2901538856
886	0.2900424042
887	0.2898822926
888	0.2897858347
889	0.2896644788
890	0.2895375157
891	0.2894509033
892	0.2892639109
893	0.2892000878
894	0.2890890284
895	0.2889785447
896	0.2888267384
897	0.2886593295
898	0.28852263
899	0.288421431
900	0.2883230885
901	0.2882316737
902	0.2881240276
903	0.2880433109
904	0.2879208049
905	0.2877639744
906	0.2876438255
907	0.287520948
908	0.2874595138
909	0.287355501
910	0.2872405683
911	0.2871280676
912	0.2870031777
913	0.2869209265
914	0.286845289
915	0.2867179229
916	0.2866077709
917	0.2865252315
918	0.2864096246
919	0.2862843219
920	0.2861864395
921	0.2860550947
922	0.2859067398
923	0.2857358802
924	0.2856113835
925	0.2855102023
926	0.2854243496
927	0.2852894005
928	0.2851781606
929	0.2850807178
930	0.2849803867
931	0.2848605429
932	0.2847455603
933	0.2846648722
934	0.2845838784
935	0.2844638421
936	0.2843704605
937	0.284227113
938	0.2841099014
939	0.283944514
940	0.2838154312
941	0.2836894958
942	0.2835889697
943	0.2833989342
944	0.2832620623
945	0.283136595
946	0.2830154667
947	0.2829275623
948	0.2828405924
949	0.2827794019
950	0.2826935713
951	0.2826207844
952	0.2824814064
953	0.2824019163
954	0.2822784812
955	0.282181777
956	0.2820683881
957	0.2819560993
958	0.2818536861
959	0.2817066422
960	0.2815643277
961	0.2814622946
962	0.2813273428
963	0.2812342812
964	0.2811386523
965	0.2810447123
966	0.2810121623
967	0.2809238054
968	0.280807092
969	0.2807081351
970	0.2806568495
971	0.2805668859
972	0.2804467296
973	0.2803622648
974	0.2802816804
975	0.2800866304
976	0.279962091
977	0.2797965573
978	0.2797145731
979	0.2796208077
980	0.279551265
981	0.2794894178
982	0.2794080284
983	0.2793180327
984	0.2792141429
985	0.2791228405
986	0.2790013999
987	0.2789553599
988	0.2788445427
989	0.2787135202
990	0.2786311811
991	0.2785187543
992	0.2784290156
993	0.2783218887
994	0.2782330855
995	0.2781407825
996	0.2780688744
997	0.2780078676
998	0.2779438041
999	0.2778774445
